policy,representation,model_seed,ablation,case_id,seed,object_count,condition,layout_mode,success,bilateral_contact,stable_lift,wrong_object_stable_grasp,dropped,placement,ik_failure,physics_failure,steps,termination_reason,physics_hash,initial_state_hash,transport_progress,transport_progress_rate,premature_open,action_saturation_rate,ik_projection_rate,zero_pose_projection_rate,mean_ik_projection_scale,post_placement_reclose,first_bilateral_object,target_first_contact,target_bilateral_contact,stable_target_grasp,first_bilateral_target_substep,first_stable_target_substep,stable_target_substeps,longest_stable_target_run,wrong_object_interaction,dropped_target,strict_containment,receptacle_base_contact,receptacle_wall_contact,strict_placement,gripper_released,tcp_retreated,strict_task_success,containment_margin_x,containment_margin_y,rollout_device,mean_ensemble_size,gripper_switch_count
flat_seed_0,flat,0,none,heldout_recovery:3:466238900:0:wrong_way_transport,466238900,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,40,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,119c3314d1945c0bed2bf3c7937512a85aab09fae4ed27139129e732243a2480,0.1812057225033641,0.9737999690174834,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,863,860,False,False,True,True,False,True,True,True,True,0.029032683911888926,0.029900376749910886,cpu,7.3,2
flat_seed_0,flat,0,none,heldout_recovery:3:466238900:1:premature_open,466238900,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,38,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,a8c2d6e88ddaddbc531de985666dfdb2c1a975efe3cd323c6e4a48de696f4db2,0.163102513179183,0.9886840634123579,False,0.02631578947368421,0.0,0.0,1.0,False,object_0,True,True,True,1,1,791,790,False,False,True,True,False,True,True,True,True,0.03159970328211589,0.03129753656343709,cpu,7.2631578947368425,2
flat_seed_0,flat,0,none,heldout_recovery:3:466238900:2:receptacle_misalignment,466238900,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,28,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,2054ebc491d045a5fec74af8478ce9217467942a7b2c7e07cf8624af1667583b,0.08805824909359217,0.8989864933475713,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,577,577,False,False,True,True,False,True,True,True,True,0.03199688924009179,0.022967970428337866,cpu,7.0,2
flat_seed_0,flat,0,none,heldout_recovery:3:466238900:3:post_placement_reclose,466238900,3,heldout_recovery,normal,True,False,False,False,False,True,False,False,13,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,dc38ca2940f54dc46685d7283125e4e1ebdda18cf0b6786078b49fea1a7e75d6,0.0,0.0,False,1.0,0.0,0.0,1.0,False,,False,False,False,,,0,0,False,False,True,True,False,True,True,True,True,0.028644126726043044,0.03291868660051026,cpu,5.846153846153846,1
flat_seed_0,flat,0,none,heldout_recovery:2:480967885:6:receptacle_misalignment,480967885,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,28,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,51693b186da197007dd6e51c37fa34f36384de1f58c4cc96bfb62580b9a37cdc,0.08324010204523802,0.8722652164537382,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,567,561,False,False,True,True,False,True,True,True,True,0.024925993964568165,0.023792221298178453,cpu,7.0,2
flat_seed_0,flat,0,none,heldout_recovery:2:480967885:7:post_placement_reclose,480967885,2,heldout_recovery,normal,True,False,False,False,False,True,False,False,13,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,fbe71dc1634087382fc397957e56b84605f730c1c31d0a7610c645503c6ac2c8,0.0,0.0,False,1.0,0.0,0.0,1.0,False,,False,False,False,,,0,0,False,False,True,True,False,True,True,True,True,0.03223921651158165,0.03283137624338443,cpu,5.846153846153846,1
flat_seed_0,flat,0,none,heldout_recovery:2:568779949:9:premature_open,568779949,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,49,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,2ebb0509737216270e86827f74692449376f0c429696b5857085d0392780cc2f,0.2342609716579318,0.9626493290963911,False,0.0,0.0,0.0,1.0,False,object_1,True,True,True,1,1,1090,1089,False,False,True,True,False,True,True,True,True,0.025928126777715946,0.02715627378064922,cpu,7.428571428571429,2
flat_seed_0,flat,0,none,heldout_recovery:2:620114157:12:wrong_way_transport,620114157,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,55,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,e334545b29b8d261eaeb55ce8eed2fe06f9e2f5713dc4a78a2e8dd5582af4060,0.24174251267686486,0.9808872804802706,False,0.14545454545454545,0.0,0.0,1.0,False,object_0,True,True,True,1,1,1151,736,False,False,True,True,False,True,True,True,True,0.03153794671557347,0.028069939647685505,cpu,7.490909090909091,2
flat_seed_0,flat,0,none,heldout_recovery:2:620114157:13:premature_open,620114157,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,52,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,97d59b76d04cc4b5d87378477b7918dd0d2154ea5cb1a9adb59ab52c5e1c0533,0.21834864979609847,0.9798811409793254,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,1083,890,False,False,True,True,False,True,True,True,True,0.03051793893364439,0.028737858079751807,cpu,7.461538461538462,2
flat_seed_0,flat,0,none,heldout_recovery:3:638003986:16:wrong_way_transport,638003986,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,65,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,9f28adfadb737b6d728060b5fc58b9c37314c84714343d059dd9db767ce1d162,0.3147777342237532,0.9881609053313428,False,0.015384615384615385,0.0,0.0,1.0,False,object_0,True,True,True,1,1,1442,1066,False,False,True,True,False,True,True,True,True,0.029235199810128596,0.02940152159977965,cpu,7.569230769230769,2
graph_seed_0,graph,0,none,id_normal:2:3178023727,3178023727,2,id_normal,normal,True,True,True,False,False,True,False,False,148,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,dabe9b286006893f5c296888ac031b3bc3011ba018eb15c1a8ab64ef5044f4db,0.35166635178029537,0.9730526035873258,False,0.14189189189189189,0.0,0.0,1.0,False,object_1,True,True,True,1368,1474,2104,2104,False,False,True,True,False,True,True,True,True,0.0265948662164018,0.025533256924592778,cpu,7.8108108108108105,2
graph_seed_0,graph,0,none,id_normal:2:3454049552,3454049552,2,id_normal,normal,True,True,True,False,False,True,False,False,100,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,58ab578bdc705fa2b81ca00b59bc767ca17ec3141f3f1420a4dc31c59a1d6bfa,0.2176373228430748,0.9185521530175464,False,0.19,0.0,0.0,1.0,False,object_1,True,True,True,754,825,1541,1063,False,False,True,True,False,True,True,True,True,0.015580300910216695,0.024612070180624775,cpu,7.72,2
graph_seed_0,graph,0,none,id_normal:2:251240799,251240799,2,id_normal,normal,False,True,True,False,False,False,False,False,180,timeout,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,29e4d90eaef2d5cffcc8f7afa2c0314991ba66ef3037de423b6559032b0b60f4,0.44975628331303596,0.9573681400708492,False,0.09444444444444444,0.0,0.0,1.0,False,object_0,True,True,True,1231,1319,3161,2039,False,False,True,False,False,False,False,False,False,0.004337712731794192,-0.006357339485358483,cpu,7.844444444444444,1
graph_seed_0,graph,0,none,id_normal:2:3009000111,3009000111,2,id_normal,normal,True,True,True,False,False,True,False,False,124,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,35dd5fa3b24ec8a09dc9f4968edb15fe9fe6848c6d9424ea30c32614223c1ebc,0.23995734564960003,0.9380709130449422,False,0.3064516129032258,0.0,0.0,1.0,False,object_0,True,True,True,1080,1238,1643,938,False,False,True,True,False,True,True,True,True,0.024988570714348072,0.013878087750479565,cpu,7.774193548387097,2
graph_seed_0,graph,0,none,id_normal:2:2057736129,2057736129,2,id_normal,normal,True,True,True,False,False,True,False,False,110,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,26f4ceb70bbe954c0ea3b09b34a2746eb6ddc4bb9681450fb31693fce19fcec4,0.28591041918843985,0.9679893787472329,False,0.13636363636363635,0.0,0.0,1.0,False,object_1,True,True,True,680,751,1746,539,False,False,True,True,False,True,True,True,True,0.026656140498942747,0.021686660424112297,cpu,7.745454545454545,2
graph_seed_0,graph,0,none,id_normal:3:337141941,337141941,3,id_normal,normal,True,True,True,False,False,True,False,False,110,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,1fb8db72bbe277c7aac52466174b24c50b1080846391490650351d380c7e03ac,0.2873627729713917,0.9641727691411744,False,0.15454545454545454,0.0,0.0,1.0,False,object_1,True,True,True,750,826,1715,915,False,False,True,True,False,True,True,True,True,0.025877470095924095,0.024621239276524348,cpu,7.745454545454545,2
graph_seed_0,graph,0,none,id_normal:3:3856995046,3856995046,3,id_normal,normal,True,True,True,False,False,True,False,False,104,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,393b25c7efaed6f31f6766b6ca79bd770c43fecd1b8e3248c6b5009cd5bbbcb1,0.22335916571319103,0.9406872984012424,False,0.18269230769230768,0.0,0.0,1.0,False,object_1,True,True,True,783,863,1561,839,False,False,True,True,False,True,True,True,True,0.020498677275038374,0.019166016428648184,cpu,7.730769230769231,2
graph_seed_0,graph,0,none,id_normal:3:3034168427,3034168427,3,id_normal,normal,False,True,True,False,False,False,False,False,180,timeout,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,f8823cfdfe4f331b13e1ccdde2c1eef6c192be93bc9a69c6eb74882dee62a2f1,0.3114729914814234,0.9223510755879963,False,0.16666666666666666,0.022222222222222223,0.0,0.9888888888888889,False,object_0,True,True,True,1048,1141,3050,940,False,False,True,False,False,False,False,False,False,-0.039214060098469526,0.02704642823434295,cpu,7.844444444444444,1
graph_seed_0,graph,0,none,id_normal:3:2200424813,2200424813,3,id_normal,normal,False,True,False,False,False,False,False,False,180,timeout,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,8940cfbf92bf73927a0e6f65c2af7d99873fb2e19183c46ac9e3f7fede64201c,0.0,0.0,False,0.38333333333333336,0.4111111111111111,0.0,0.7555555555555555,False,object_2,True,True,False,1508,,0,0,False,False,False,False,False,False,False,False,False,-0.07690109897139313,-0.2995680987206626,cpu,7.844444444444444,1
graph_seed_0,graph,0,none,id_normal:3:2711154976,2711154976,3,id_normal,normal,True,True,True,False,False,True,False,False,143,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,6b2f4009b302135dd33fad7697a33f2f4057c979f560bcb0adc5e767f9430562,0.3807602748274803,0.9760854124364038,False,0.15384615384615385,0.0,0.0,1.0,False,object_0,True,True,True,1253,1333,2100,1619,False,False,True,True,False,True,True,True,True,0.027450506934616835,0.02531998116147952,cpu,7.804195804195804,2
graph_seed_0,graph,0,none,heldout_recovery:3:466238900:0:wrong_way_transport,466238900,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,43,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,119c3314d1945c0bed2bf3c7937512a85aab09fae4ed27139129e732243a2480,0.183581477496773,0.978477947354472,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,937,934,False,False,True,True,False,True,True,True,True,0.0256677745672159,0.02808915904394725,cpu,7.348837209302325,2
graph_seed_0,graph,0,none,heldout_recovery:3:466238900:1:premature_open,466238900,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,38,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,a8c2d6e88ddaddbc531de985666dfdb2c1a975efe3cd323c6e4a48de696f4db2,0.15717029850929976,0.9742503009340038,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,813,812,False,False,True,True,False,True,True,True,True,0.023742920770715204,0.032270716047931865,cpu,7.2631578947368425,2
graph_seed_0,graph,0,none,heldout_recovery:3:466238900:2:receptacle_misalignment,466238900,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,31,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,2054ebc491d045a5fec74af8478ce9217467942a7b2c7e07cf8624af1667583b,0.08669871184974909,0.8881486539665996,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,651,651,False,False,True,True,False,True,True,True,True,0.02754144661703151,0.02214945027146286,cpu,7.096774193548387,2
graph_seed_0,graph,0,none,heldout_recovery:3:466238900:3:post_placement_reclose,466238900,3,heldout_recovery,normal,True,False,False,False,False,True,False,False,13,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,dc38ca2940f54dc46685d7283125e4e1ebdda18cf0b6786078b49fea1a7e75d6,0.0,0.0,False,1.0,0.0,0.0,1.0,False,,False,False,False,,,0,0,False,False,True,True,False,True,True,True,True,0.028637317335893805,0.0329426407116433,cpu,5.846153846153846,1
graph_seed_0,graph,0,none,heldout_recovery:2:480967885:6:receptacle_misalignment,480967885,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,32,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,51693b186da197007dd6e51c37fa34f36384de1f58c4cc96bfb62580b9a37cdc,0.08698698319494724,0.9049885116827219,False,0.0,0.0,0.0,1.0,False,object_0,True,True,True,1,1,665,661,False,False,True,True,False,True,True,True,True,0.023441378978721727,0.027203006676389935,cpu,7.125,2
graph_seed_0,graph,0,none,heldout_recovery:2:480967885:7:post_placement_reclose,480967885,2,heldout_recovery,normal,True,False,False,False,False,True,False,False,13,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,fbe71dc1634087382fc397957e56b84605f730c1c31d0a7610c645503c6ac2c8,0.0,0.0,False,1.0,0.0,0.0,1.0,False,,False,False,False,,,0,0,False,False,True,True,False,True,True,True,True,0.03223921651158165,0.03283137624338443,cpu,5.846153846153846,1
graph_seed_0,graph,0,none,heldout_recovery:2:568779949:9:premature_open,568779949,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,50,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,2ebb0509737216270e86827f74692449376f0c429696b5857085d0392780cc2f,0.22871483489871025,0.9541103790509368,False,0.0,0.0,0.0,1.0,False,object_1,True,True,True,1,1,1089,1088,False,False,True,True,False,True,True,True,True,0.025156894296312474,0.022460047319923754,cpu,7.44,2
graph_seed_0,graph,0,none,heldout_recovery:2:620114157:12:wrong_way_transport,620114157,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,54,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,e334545b29b8d261eaeb55ce8eed2fe06f9e2f5713dc4a78a2e8dd5582af4060,0.2306675035506487,0.940361382382493,False,0.018518518518518517,0.0,0.0,1.0,False,object_0,True,True,True,1,1,1168,1040,False,False,True,True,False,True,True,True,True,0.03026745963206532,0.018525692301348123,cpu,7.481481481481482,2
graph_seed_0,graph,0,none,heldout_recovery:2:620114157:13:premature_open,620114157,2,heldout_recovery,normal,True,True,True,False,False,True,False,False,48,success,23ab636f45e2cb507632850edbcc657db3cf80a7c9b29eaf0e46c11e19e0b198,97d59b76d04cc4b5d87378477b7918dd0d2154ea5cb1a9adb59ab52c5e1c0533,0.19940802827477455,0.9037287257779658,False,0.020833333333333332,0.0,0.0,1.0,False,object_0,True,True,True,1,1,1043,714,False,False,True,True,False,True,True,True,True,0.025708988185029154,0.010516700444675665,cpu,7.416666666666667,2
graph_seed_0,graph,0,none,heldout_recovery:3:638003986:16:wrong_way_transport,638003986,3,heldout_recovery,normal,True,True,True,False,False,True,False,False,65,success,70071402e99722a0a17822441cba244dcb48be455d447c2a5b68840ba01275c7,9f28adfadb737b6d728060b5fc58b9c37314c84714343d059dd9db767ce1d162,0.3099491633474827,0.9709475823749348,False,0.03076923076923077,0.0,0.0,1.0,False,object_0,True,True,True,1,1,1430,1065,False,False,True,True,False,True,True,True,True,0.027621137770443817,0.025074601330913868,cpu,7.569230769230769,2
